Review,date,Location,cleaned_review,Sentiment Score,Sentiment Label
It was really good.       ,30/10/2018,,realli good,0.4404,Positive
"I have mixed feelings about our stay here. Tight quarters, they charge an extra $25 for parking? Mold on the bathroom ceiling and I had to go downstairs to the front desk to pick up the remote for the T.V. However, I must say they had variety of food for breakfast.      ",30/10/2018,New York,mix feel stay tight quarter charg extra 25 park mold bathroom ceil go downstair front desk pick remot tv howev must say varieti food breakfast,0.0,Neutral
The hotel is in a nice area convenient to bus stops.      ,30/10/2018,Pittsburgh PA,hotel nice area conveni bu stop,0.1531,Positive
"I had previously reviewed this 10/10...but everything changed from the last time I went, the bed sheets had pubic hair..they made me change my own sheets & when I received the second sheets they were dirty until a staff member came to change it 3-4 hours after I requested them to be changed. On top of that there was two dogs staying next door that kept me up all night and I reported it but the claim to have told security when the security never went by. In another room I had someone vacuuming at 3AM, and I called the front desk and this was never resolved either. It was 3 nights of torture. I would never go back! I don’t recommend.      ",30/10/2018,,previous review 1010but everyth chang last time went bed sheet pubic hairthey made chang sheet receiv second sheet dirti staff member came chang 34 hour request chang top two dog stay next door kept night report claim told secur secur never went anoth room someon vacuum 3am call front desk never resolv either 3 night tortur would never go back ’ recommend,-0.0798,Negative
pool area sitting area was ok no transportion to take you out except to the disney not even a pick up from airport      ,30/10/2018,,pool area sit area ok transport take except disney even pick airport,0.296,Positive
Room was described as premium and wasn’t. They seemed more like dorm rooms.      ,30/10/2018,,room describ premium ’ seem like dorm room,0.3612,Positive
Bad smell in the rooms. Very uncomfortable beds. 6 nights and they never change the sheets with spots. Every day I had to ask for towels because they only put 2 and we were 4. 2 large cockroaches came out.       ,30/10/2018,,bad smell room uncomfort bed 6 night never chang sheet spot everi day ask towel put 2 4 2 larg cockroach came,-0.5423,Negative
"This is a lovely resort with beautiful pools and amenities. If you are staying here with the intention of going to the Disney parks though, transportation is very limited. 4 designated times for buses leaving to park and 4 designated times for returning. We ended up using Uber because their times were not fitting our schedules. Also, they try to upgrade everything thereby upping your original price. Other than this, a beautiful resort.       ",29/10/2018,,love resort beauti pool amen stay intent go disney park though transport limit 4 design time buse leav park 4 design time return end use uber time fit schedul also tri upgrad everyth therebi up origin price beauti resort,0.7893,Positive
I feel conflicted about my stay in the sense that the room was well kept but everytime we would return to the hotel room it had a strong unpleasant smell that wouldn't subside. The bed was comfortable and their bathroom products were a better quality than most. Night staff was more friendly than morning/day staff. Surrounding radius around the hotel feels a bit sketchy at night.      ,29/10/2018,,feel conflict stay sens room well kept everytim would return hotel room strong unpleas smell wouldnt subsid bed comfort bathroom product better qualiti night staff friendli morningday staff surround radiu around hotel feel bit sketchi night,0.598,Positive
An older hotel that is in the process of being updated nicely.      ,29/10/2018,,older hotel process updat nice,0.4215,Positive
"Great room, great view, very comfortable and CLEAN. Would definitely stay there again. Great location as well.      ",29/10/2018,,great room great view comfort clean would definit stay great locat well,0.9618,Positive
Staff was rude and not helpful. Hotel is pretty old and not renovated      ,29/10/2018,,staff rude help hotel pretti old renov,-0.0772,Negative
"Hotel is in a great location for exploring the city, next to penn station & subway stops. Easily within walking distance to Times Square and lots of tourist spots. We were rather disappointed by our “welcome” by staff at check in time, lucky if we were spoken five words to by the particular member of staff we were served by whereas other guests checking in at same time couldn’t have been welcomed any more warmly by other staff members. But aside from this initial experience the rest of the hotel staff we had contact with during our stay were very friendly and helpful. Our metro room was ample in size with plenty storage space although room decor particularly bathroom could do with a bit of a revamp as felt tired and run down.      ",29/10/2018,Scotland,hotel great locat explor citi next penn station subway stop easili within walk distanc time squar lot tourist spot rather disappoint “ welcom ” staff check time lucki spoken five word particular member staff serv wherea guest check time ’ welcom warmli staff member asid initi experi rest hotel staff contact stay friendli help metro room ampl size plenti storag space although room decor particularli bathroom could bit revamp felt tire run,0.4404,Positive
"Nice close to everything, nice athsmosphere...............................................      ",29/10/2018,,nice close everyth nice athsmospher,0.6808,Positive
"Terrible stay, for one stayed last weekend had a clean and quiet room on second floor for a decent price. Stayed again this weekend price was nearly tripled and had a room not far from the lobby. Party going on in the banquet room so it was noisy. A lot of people in the halls being loud around midnight. Room was very dirty, hair all over sink and shower, carpets filthy, dusty rooms cob webs, tv remote didnt work, phone didnt work. Woke up to the smell of weed at 6 am. We just got up showered, and checked out. I have stayed here several times but this stay was not acceptable, wont be returning.      ",29/10/2018,"Fresno, CA",terribl stay one stay last weekend clean quiet room second floor decent price stay weekend price nearli tripl room far lobbi parti go banquet room noisi lot peopl hall loud around midnight room dirti hair sink shower carpet filthi dusti room cob web tv remot didnt work phone didnt work woke smell weed 6 got shower check stay sever time stay accept wont return,0.6486,Positive
"The reception desk personnel was very nice. The check in person personally brought a blow dryer to my room, which did not have one. Also, the check out clerk, Bots, was very sweet.      ",29/10/2018,,recept desk personnel nice check person person brought blow dryer room one also check clerk bot sweet,0.7003,Positive
Great place      ,29/10/2018,,great place,0.6249,Positive
"It was a good stay, staff are friendly and at help if need be. Rooms are clean and you will have a good nights sleep.      ",29/10/2018,,good stay staff friendli help need room clean good night sleep,0.8807,Positive
The hotel was very clean. The beds and pillows were so comfortable! The staff were very friendly and helpful. I would definitely stay again.       ,29/10/2018,,hotel clean bed pillow comfort staff friendli help would definit stay,0.7845,Positive
"Upscale hotel. Breakfast not included, and the hotel fare was pricey. I was mostly not happy with the parking, which was not mentioned in the Hotels.com listing. $20 per night, and $12 per night if you signed up with Wyndham rewards, which I did. But, if I had known that parking was not free, I would have chosen a different hotel.      ",29/10/2018,,upscal hotel breakfast includ hotel fare pricey mostli happi park mention hotelscom list 20 per night 12 per night sign wyndham reward known park free would chosen differ hotel,0.7906,Positive
"When I first arrived.. they informed me that they didn’t have the king bed I booked with.. and it was Hotel.com fault.. and they booked it incorrectly. The only way I could get a king bed was to upgrade for only another $139.00.. After informing them that I wanted to cancel my reservation, they stated that I had to cancel through hotel.com. What s headache.. so after going back and forth with the front end person. They finally gave me an “upgrade” and the upgrade room... comes with two small bottles of water and the king size bed I wanted. Wow!      ",29/10/2018,,first arriv inform ’ king bed book hotelcom fault book incorrectli way could get king bed upgrad anoth 13900 inform want cancel reserv state cancel hotelcom headach go back forth front end person final gave “ upgrad ” upgrad room come two small bottl water king size bed want wow,-0.0772,Negative
"Hotel itself was fine. No real snacks at the front desk, so bring your own or buy. Area is a concrete jungle, though you can walk for 15-20 minutes and find restaurants.       ",29/10/2018,,hotel fine real snack front desk bring buy area concret jungl though walk 1520 minut find restaur,0.2023,Positive
"the grounds were nice, thje room was a big disappointment, wet and humid, front door and bathroom door very hard to open once closed.      ",29/10/2018,,ground nice thje room big disappoint wet humid front door bathroom door hard open close,-0.0772,Negative
shower didnt have plastic cover so the bathroom kept leaking all oveer the place      ,29/10/2018,,shower didnt plastic cover bathroom kept leak oveer place,-0.34,Negative
property was very nice but when we got to our room that was a different story. Fridge did not work mpld old wall blood spots on floor and when I went to pick something up on the floor I noticed a pair of men's boxer american flag were under our bed.      ,29/10/2018,Orlando,properti nice got room differ stori fridg work mpld old wall blood spot floor went pick someth floor notic pair men boxer american flag bed,0.4215,Positive
"near the parks ,but they take to long to ckeck in keep to open room was problem.      ",29/10/2018,miami fl,near park take long ckeck keep open room problem,-0.4019,Negative
"The mattress were very comfortable, room very nice and my grandson enjoyed the pools      ",28/10/2018,michigan,mattress comfort room nice grandson enjoy pool,0.8176,Positive
"Our room and view were lovely - bed was very comfortable, room was a great size with lots of storage space. Our bathroom was small and outdated... The hotel sits on a resort which is huge and is mostly time-share or holiday rentals. It offers a lot - gyms, lazy rivers, multiple pools, miniature golf but it is very spread out and was not what we were wanting or expecting. Having said that, the staff were lovely and the breakfast was delicious with wonderful choices... We wanted a hotel and got a hotel room in a holiday rental resort...      ",28/10/2018,,room view love bed comfort room great size lot storag space bathroom small outdat hotel sit resort huge mostli timeshar holiday rental offer lot gym lazi river multipl pool miniatur golf spread want expect said staff love breakfast delici wonder choic want hotel got hotel room holiday rental resort,0.9729,Positive
"We needed a place to stay with a shuttle for a flight out of SJC the next morning. Apparently there was a convention in town, so this was one of the few places left with a room. Walls were quite thin (glad I had my ear plugs) and although the room was 'clean', it was clear it was an older property. Lobby was nice and the staff was wonderful! Shuttle was on time as well, so that made catching our flight stressfree!      ",28/10/2018,,need place stay shuttl flight sjc next morn appar convent town one place left room wall quit thin glad ear plug although room clean clear older properti lobbi nice staff wonder shuttl time well made catch flight stressfre,0.9042,Positive
"Nice, clean, but old and noisy      ",28/10/2018,,nice clean old noisi,0.6705,Positive
"We got the option that includes breakfast, but the restaurant never seemed to know that and every morning had to call the hotel. We weren’t the only ones with this problem, there definitely needs to be some better communication between the hotel and restaurant. The room was clean and fit our needs. The hot tub needed cleaning.      ",28/10/2018,,got option includ breakfast restaur never seem know everi morn call hotel ’ one problem definit need better commun hotel restaur room clean fit need hot tub need clean,0.7964,Positive
Lighting in room Dispensers in shower werent filled Beds were comfortable Would have like a discount for parking in garage across street      ,28/10/2018,,light room dispens shower werent fill bed comfort would like discount park garag across street,0.1002,Positive
"Great room! Somewhat of a small lobby, but a very cool boutique hotel.       ",28/10/2018,,great room somewhat small lobbi cool boutiqu hotel,0.73,Positive
was a nightmare. They had no plastic room keys available so they made everyone wait but no one came from the manager's office with blank keys (despite them saying someone was coming shortly). Eventually they individually escorted people to their rooms with a master key. Check-in area is sloppy. Some of the rooms are grungy and in need of repairs.      ,28/10/2018,,nightmar plastic room key avail made everyon wait one came manag offic blank key despit say someon come shortli eventu individu escort peopl room master key checkin area sloppi room grungi need repair,0.0,Neutral
What can I say... they exceeded my expectations! Very friendly and clean hotel to stay in! Definitely a recommend.       ,28/10/2018,,say exceed expect friendli clean hotel stay definit recommend,0.6369,Positive
"It is a good hotel, but the problem is that the room tickets are constantly stopped, and when cleaning the rooms, there is no drinking water.      ",28/10/2018,Ir,good hotel problem room ticket constantli stop clean room drink water,0.1779,Positive
Very well located hotel. Great choice for those visiting the theme parks in general.      ,28/10/2018,,well locat hotel great choic visit theme park gener,0.7351,Positive
room in bad conditions need t be cleaned and renewed      ,28/10/2018,,room bad condit need clean renew,-0.2023,Negative
"Nice hotel, rooms on only 2 levels. Clean rooms and bedding. There is a WAWA gas station and coffee shop on the premises. Borders a large entertainment and dining area, the ICON Ferris wheel and adjacent facilities are well within walking distance. 2 miles from Universal studios. Low noise, quiet resort feel.      ",28/10/2018,"Cleveland, OH",nice hotel room 2 level clean room bed wawa ga station coffe shop premis border larg entertain dine area icon ferri wheel adjac facil well within walk distanc 2 mile univers studio low nois quiet resort feel,0.7783,Positive
Insufficent parking. Needed to drop off family at assigned building and then park in gas station parking lot. Not great as an unescorted grandmother in the middle of the night.      ,28/10/2018,"Orlando, Florida",insuffic park need drop famili assign build park ga station park lot great unescort grandmoth middl night,0.4588,Positive
Love this property! Amazing all the way around... it’s beautiful and so clean!!      ,27/10/2018,Chicago,love properti amaz way around ’ beauti clean,0.7845,Positive
The hotel is pet friendly apparently. Be warned. There was clearly a pet allowed in the room we were staying in and either the room wasn’t cleaned appropriately or at all or the guest never disclosed the fact that they were bringing in an animal. Regardless our room was infested with fleas. We found that out on the 2nd day of a 3 day stay when we began to suffer flea bites. The hotel had to clean all of our clothes and items and move us to another room.       ,27/10/2018,,hotel pet friendli appar warn clearli pet allow room stay either room ’ clean appropri guest never disclos fact bring anim regardless room infest flea found 2nd day 3 day stay began suffer flea bite hotel clean cloth item move us anoth room,0.34,Positive
"Wyndham Garden San Jose Airport was offering a really good rate compared to the other hotels in the area for the dates that I wanted. I stayed in 2 different rooms during my trip to the area and that probably improved my opinion of this hotel.   I could tell that this was an older property that was probably bought by Wyndham and fixed up a bit. The lobby didn't give me the greatest first impression. The furniture and accent color decor were fine, but I didn't love the low ceiling covered in mirrors.  I walked through the pool area to my courtyard-facing room. The pool area was spotless and the garden looked nice.   My first room (166) was next to the housekeeping office which had its own noise and traffic. The interior of the room had some nice updates like the sink, the bed, and decor, but the painting seemed poorly done. Perhaps this room only had 1 coat of wall paint; it clearly needed another several to hide the scuff marks and stains. The bed was very comfortable.  My second room (190) was also courtyard facing. The wall painting in that room looked much better and it actually made the whole room as a whole look better.   The in-room Wolfgang Puck's coffee was horrible.  I really appreciated the shuttle service. They were fast and the drivers were very courteous. Although the reservation information asked me to call ahead to schedule the shuttle, I was told to call back as soon as I was with my bag and ready for pickup.      ",27/10/2018,"Austin, TX",wyndham garden san jose airport offer realli good rate compar hotel area date want stay 2 differ room trip area probabl improv opinion hotel could tell older properti probabl bought wyndham fix bit lobbi didnt give greatest first impress furnitur accent color decor fine didnt love low ceil cover mirror walk pool area courtyardfac room pool area spotless garden look nice first room 166 next housekeep offic nois traffic interior room nice updat like sink bed decor paint seem poorli done perhap room 1 coat wall paint clearli need anoth sever hide scuff mark stain bed comfort second room 190 also courtyard face wall paint room look much better actual made whole room whole look better inroom wolfgang puck coffe horribl realli appreci shuttl servic fast driver courteou although reserv inform ask call ahead schedul shuttl told call back soon bag readi pickup,0.9401,Positive
It was great location tiny room old decor & valet parking was a bit of issue if you go beyond 24 hours you’ll need to pay for another full day & make sure you bring receipt to garage as they don’t let you pay there      ,27/10/2018,sagamore beach ma,great locat tini room old decor valet park bit issu go beyond 24 hour ’ need pay anoth full day make sure bring receipt garag ’ let pay,0.6808,Positive
Horrible. Rude staff. Beaten up rooms. Stay somewhere else      ,27/10/2018,,horribl rude staff beaten room stay somewher els,-0.7003,Negative
Bathroom towels are old. Bedsheets are kinda old. Parking was crowded.      ,27/10/2018,Silicon Valley San Jose,bathroom towel old bedsheet kinda old park crowd,0.0,Neutral
6 of us stayed here for a girls’ weekend! Great room and location!      ,27/10/2018,,6 us stay girl ’ weekend great room locat,0.6249,Positive
"The hotel was updated and clean. Check-in was quick and easy. There’s a cute bar and cafe In the lobby. The room was spacious, clean, and the beds were super comfortable. Large bathroom with a great shower. Easy walk to Disney parks. Will stay again 💯       ",27/10/2018,,hotel updat clean checkin quick easi ’ cute bar cafe lobbi room spaciou clean bed super comfort larg bathroom great shower easi walk disney park stay,0.9578,Positive
"The water would not get warm, it was so late when we got back I didnt want to be rude and call for service.. other than that everything else was pleasant.      ",27/10/2018,,water would get warm late got back didnt want rude call servic everyth els pleasant,0.7549,Positive
"The good: Customer service was very good, friendly. The room was spacious, the rain shower was strong. In general, the hotel was clean and well kept.   The bad: Cleaning service was inconstant, would sometimes clean better than other times. The bed would be made up in to different ways. There was a small stain on the bottom of the blackout blind that I can only guess is dried blood. The shower glass also leaked and the water looks like is water damaging the corner of the bathroom.   Lastly, I do not recommend using the keurig coffee maker. Clearly, previous guests have used the hotel tap water to make coffee and it can be tasted. Furthermore, I’m pretty sure I got stomach bug from drink from it.      ",27/10/2018,Vancouver,good custom servic good friendli room spaciou rain shower strong gener hotel clean well kept bad clean servic inconst would sometim clean better time bed would made differ way small stain bottom blackout blind guess dri blood shower glass also leak water look like water damag corner bathroom lastli recommend use keurig coffe maker clearli previou guest use hotel tap water make coffe tast furthermor ’ pretti sure got stomach bug drink,0.9578,Positive
"Wyndham Grand Orlando Resort forced us to attend an awful 2 hour session, in which we were treated as prisoners kept in a room until we agree to purchase the time share. (Which of course we never did) The sales representatives were all rude beyond belief.  That two hour session was so horrific, I will NEVER EVER again set foot in any of your hotels, resorts any more.      ",26/10/2018,Maryland,wyndham grand orlando resort forc us attend aw 2 hour session treat prison kept room agre purchas time share cours never sale repres rude beyond belief two hour session horrif never ever set foot hotel resort,0.7253,Positive
This is a beautiful hotel with exceptional friendly and helpful staff. The room was nice and clean. The grounds are absolutely beautiful and well kept. Rick and Kevin (porters) went out of their way to be helpful and always greeted me with a smile. When I was heading out to the outlet mall Rick checked and found a coupon for a savings passport which he gave me and indeed saved me some money. We definitely will stay at this hotel next time we’re in Orlando.      ,26/10/2018,Canada,beauti hotel except friendli help staff room nice clean ground absolut beauti well kept rick kevin porter went way help alway greet smile head outlet mall rick check found coupon save passport gave inde save money definit stay hotel next time ’ orlando,0.969,Positive
"The property was old however it has been updated and was very clean. The staff were courteous, friendly and helpful. Don't judge the restaurant by the visual- nothing fancy but delicious food.      ",26/10/2018,"Tampa, FL",properti old howev updat clean staff courteou friendli help dont judg restaur visual noth fanci delici food,0.6597,Positive
The property is well located which makes walking to many major attractions possible. The 'New Yorker' sign acts like a beacon. The room was small though clean and comfortable. People at the front desk were friendly and efficient. The bathroom door didn't quite close all the way but since we were just there one night it wasn't a big problem.      ,26/10/2018,"Calgary, Alberta",properti well locat make walk mani major attract possibl new yorker sign act like beacon room small though clean comfort peopl front desk friendli effici bathroom door didnt quit close way sinc one night wasnt big problem,0.911,Positive
"Great location, 5-10 minutes from Madison Square Garden, Empire State Building, Times Square etc, train and subway stations close by too. Hotel itself needs a re-furb, staff were just about friendly and helpful enough, but only just.... don't know how this compares to other hotels in the area price-wise but I have to assume that it's at the ""no-frills"" end... no tea and coffee in room, shower not not or powerful, bed ok.      ",26/10/2018,"Portsmouth, UK",great locat 510 minut madison squar garden empir state build time squar etc train subway station close hotel need refurb staff friendli help enough dont know compar hotel area pricewis assum nofril end tea coffe room shower power bed ok,0.8402,Positive
Fine. But rooms small. Staff was excellent though.      ,26/10/2018,Omaha,fine room small staff excel though,0.5859,Positive
"Great location for New York hotel rooms were small and dated extras that hotel add on can bump up price of holiday, never had to pay for luggage room before. Staff were quite rude and not very friendly      ",26/10/2018,England,great locat new york hotel room small date extra hotel add bump price holiday never pay luggag room staff quit rude friendli,0.6244,Positive
"While the staff was pleasant the room was sadly inadequate. The carpet, wallpaper, doors were old, spider webs on the wall. There was mold on the roll down portion of the window shade. The bathroom fan, refrigerator and air unit all were noisy to the point where they woke us up. There was not a thermostat and the air unit knob just spun. So the room temperature was hard to regulate. Light from the hallway came in around the door thus showing that there was not a good seal on the door.      ",26/10/2018,"Nashville, TN",staff pleasant room sadli inadequ carpet wallpap door old spider web wall mold roll portion window shade bathroom fan refriger air unit noisi point woke us thermostat air unit knob spun room temperatur hard regul light hallway came around door thu show good seal door,0.7964,Positive
I thought the facility was close to the airport. I even try to make sure there was a shuttle from and to the airport. Turned out it was in the middle of nowhere and I had to take a taxi to and from the hotel. There is nothing around there. So I literally stayed in the room 24 hours.      ,26/10/2018,Mexico,thought facil close airport even tri make sure shuttl airport turn middl nowher take taxi hotel noth around liter stay room 24 hour,0.3182,Positive
Room was well laid out. Small but good for price. Some of the towels were dirty and the sink plug wouldn’t move so the drain was VERY slow. Quiet location near the action.      ,26/10/2018,,room well laid small good price towel dirti sink plug ’ move drain slow quiet locat near action,0.6124,Positive
"The hotel is nice. The room is modern, clean but very, very small. We are four and there’s very little space to store all the luggage. The staff is nice.      ",26/10/2018,Guatemala,hotel nice room modern clean small four ’ littl space store luggag staff nice,0.8074,Positive
"Changed two rooms. First room, washroom light was not working. Second room's floor was wet with ACTUALLY water puddle.      ",26/10/2018,Toronto,chang two room first room washroom light work second room floor wet actual water puddl,0.0,Neutral
loved the hotel and perfect location for Disneyland - the bed was the best ever. thanks      ,26/10/2018,queensland Australia,love hotel perfect locat disneyland bed best ever thank,0.9393,Positive
"Everytime my boyfriend and I travel, i always book with Wyndham Hotel. The staff are always friendly and welcoming. The rooms are comfortable and clean. We definitely love the hot tub which is a must, we use it all the time to unwind from our busy day. It’s a definite recommend and we will be back!! Thank you Wyndham for never letting us down👍👋😊      ",26/10/2018,Florida,everytim boyfriend travel alway book wyndham hotel staff alway friendli welcom room comfort clean definit love hot tub must use time unwind busi day ’ definit recommend back thank wyndham never let us,0.9246,Positive
nice hotel very close to the airport. its very far from the dining place and the recreational area.      ,26/10/2018,san lorenzo,nice hotel close airport far dine place recreat area,0.4215,Positive
"I absolutely loved my stay. The staff is super cool and nice. I had a beautiful room overlooking the city with an amazing view. The only thing that ruined the stay is, the staff charged my credit card twice unauthorised, weird amounts I do not recognise. When i confronted the lobby, I was told I had to talk to the manager. I tried calling and writing e-mails. He never got back to me. I have involved Hotels.com in the situation, but may have to block the money at my bank. It is annoying as I really enjoyed my stay here.       ",25/10/2018,,absolut love stay staff super cool nice beauti room overlook citi amaz view thing ruin stay staff charg credit card twice unauthoris weird amount recognis confront lobbi told talk manag tri call write email never got back involv hotelscom situat may block money bank annoy realli enjoy stay,0.7906,Positive
"Cool historic hotel is definitely showing its age however it was much more affordable than most hotels in the area. I'm sorry I never made it down the escalator to read about the history of the hotel, I did enjoy the Butcher and Banker and it was nice having the all night diner Tic Toc cafe downstairs.      ",25/10/2018,California,cool histor hotel definit show age howev much afford hotel area im sorri never made escal read histori hotel enjoy butcher banker nice night diner tic toc cafe downstair,0.8074,Positive
Location ideal post event at MSG. Room nice but note left on chair that said it wss dirty. Didn’t interfere with our stay but an off addition to our room.      ,25/10/2018,"New Rochelle, NY.",locat ideal post event msg room nice note left chair said wss dirti ’ interfer stay addit room,0.7351,Positive
It was nice and staff was helpful. Definitely would stay there again.      ,25/10/2018,,nice staff help definit would stay,0.6705,Positive
Wonderful stay will love to come back in May       ,25/10/2018,,wonder stay love come back may,0.6369,Positive
"Great Location, Had a comfortable stay.       ",25/10/2018,,great locat comfort stay,0.765,Positive
"Stayed at this hotel twice recently (frequent traveler to Orlando). Very clean, comfortable, quiet and convenient. Beautiful setting on a big lake and their numerous pools - including hot tubs and lazy river - are the main draw for us. Also like that they have a Starbucks in the lobby. Gym is nice and always clean. My only pet peeve is that they charge $22 a day for self-parking.      ",24/10/2018,,stay hotel twice recent frequent travel orlando clean comfort quiet conveni beauti set big lake numer pool includ hot tub lazi river main draw us also like starbuck lobbi gym nice alway clean pet peev charg 22 day selfpark,0.9042,Positive
Front lobby is clean and current. The standard room could use some updates. Bathroom is run downed and needs work. Overall a good value for its location.      ,24/10/2018,"Orange County, CA",front lobbi clean current standard room could use updat bathroom run down need work overal good valu locat,0.6808,Positive
Convenient and clean for my one night stay. Nice spacious room with a very comfortable bed.      ,24/10/2018,,conveni clean one night stay nice spaciou room comfort bed,0.7906,Positive
The hotel staff was very friendly and helpful. The staff at both Tick Tock and Trattoria Bianca were fantastic and was the food. I would definitely stay here again.      ,24/10/2018,Denver,hotel staff friendli help staff tick tock trattoria bianca fantast food would definit stay,0.4019,Positive
The restaurant charged me twice. Once for my meal and then some random charge      ,24/10/2018,,restaur charg twice meal random charg,0.0,Neutral
"Great location with helpful and friendly staff, rooms and hallway could use an update      ",24/10/2018,Boise,great locat help friendli staff room hallway could use updat,0.7783,Positive
We had roaches in our room. We will never stay there again. We picked this place for convenience. But it needs fumigation.      ,24/10/2018,San Jose Silicon Valley,roach room never stay pick place conveni need fumig,0.0,Neutral
The hotel was ok other than the rooms looked very worn down. I did like that the beds had full covers on them. The staff at front desk wasnt helpful at all.      ,24/10/2018,"Olympia, WA",hotel ok room look worn like bed full cover staff front desk wasnt help,0.0624,Positive
Huge room by NYC standards. Comfortably fit a family of 5 - could have probably accommodated 7. Great location near the subway and Times Square. Would stay again!      ,24/10/2018,,huge room nyc standard comfort fit famili 5 could probabl accommod 7 great locat near subway time squar would stay,0.886,Positive
"Pleasant accommodation, first time in Queens, it seemed to be reasonably well situated.      ",24/10/2018,Melbourne Australia,pleasant accommod first time queen seem reason well situat,0.6597,Positive
The suite was absolutely amazing. That bathroom will be sorely missed when we’re back home. Only downside was no warning that the restaurant would be closed.       ,24/10/2018,,suit absolut amaz bathroom sore miss ’ back home downsid warn restaur would close,-0.5423,Negative
"Rooms were cleaned in timely manner! Towels always stocked! One thing though wish they had refrigerator. Overall, good experience !      ",24/10/2018,,room clean time manner towel alway stock one thing though wish refriger overal good experi,0.8074,Positive
The property was visually appealing and the walking path was also very enjoyable.      ,23/10/2018,,properti visual appeal walk path also enjoy,0.4939,Positive
"A great value for the price paid. The hotel facilities are not new, but can't complain as we had a great deal. For the same price if need be I could come back      ",23/10/2018,New Jersey,great valu price paid hotel facil new cant complain great deal price need could come back,0.8836,Positive
"Had a great stay here at the Wyndham. Service, cleanliness and comfort was great! I highly recommend this hotel. If I’m ever back in San Jose,CA. I would stay at the Wyndham every time!      ",23/10/2018,,great stay wyndham servic cleanli comfort great highli recommend hotel ’ ever back san joseca would stay wyndham everi time,0.9217,Positive
"The check in process was awful. The woman attendant was unfriendly, unhelpful, and just simply unpleasant. The room was clean and comfortable, and the location perfect for our need to be close to the airport.      ",23/10/2018,,check process aw woman attend unfriendli unhelp simpli unpleas room clean comfort locat perfect need close airport,0.836,Positive
We were there only for 1 night. The outside of the property looked like it need a freshening up but the rooms were nice and updated      ,23/10/2018,,1 night outsid properti look like need freshen room nice updat,0.6486,Positive
Hotel is old and run down. The sheets weren’t clean.      ,23/10/2018,Valencia ca,hotel old run sheet ’ clean,0.4019,Positive
"Charm and class, and located near lots of iconic NYC stuff!      ",23/10/2018,,charm class locat near lot icon nyc stuff,0.4019,Positive
Couldn't have a better location in NYC. The facilities are just average but at a Manhattan price.      ,23/10/2018,,couldnt better locat nyc facil averag manhattan price,-0.3412,Negative
Very nice hotel good location friendly staf nice room      ,23/10/2018,,nice hotel good locat friendli staf nice room,0.8176,Positive
Hotel well located near a subway station but not in a nice area. You could find better for the price. Lot of extra fees ans taxes. Much dust in the room. Bathroom very small and not practical. Lot of noise during the night coming from the streets.       ,23/10/2018,,hotel well locat near subway station nice area could find better price lot extra fee an tax much dust room bathroom small practic lot nois night come street,0.7783,Positive
"Excellent location, rooms clean but dated hotel and standard rooms are tiny. Two people cannot walk past the front of the bed at the same time, space very limited. Should be classed as single as not big enough for double classification.      ",23/10/2018,UK,excel locat room clean date hotel standard room tini two peopl walk past front bed time space limit class singl big enough doubl classif,0.6908,Positive
This is a historic hotel. Could be called outdated but very clean.      ,23/10/2018,Ce,histor hotel could call outdat clean,0.4019,Positive
"The staff was great, but the room condition was poor.      ",23/10/2018,,staff great room condit poor,0.25,Positive
Very unpleasant experience room looks like it hasn’t been renovated in decades worst than the cheapest hotel chain out there.      ,23/10/2018,Orlando,unpleas experi room look like ’ renov decad worst cheapest hotel chain,-0.3818,Negative
"Out of 7 days staying at this hotel my room was cleaned 4 days, even though I reminded the hotel manager, Janet, before I went out for the day. No excuse when my room was not clean for 2nd time in 3 days. That was so disappointed to ask for towers after an exhausted day of activities. The worst was the next room was so noisy for a whole night. They were chat loudly and never ended until next morning.      ",23/10/2018,Houston,7 day stay hotel room clean 4 day even though remind hotel manag janet went day excus room clean 2nd time 3 day disappoint ask tower exhaust day activ worst next room noisi whole night chat loudli never end next morn,-0.5574,Negative
"Nice, Clean room, Staff very friendly. Would stay again Thanks      ",23/10/2018,"Fresno, CA",nice clean room staff friendli would stay thank,0.7906,Positive
when the airconditioning heating unit turned on it smelled terrible like urine like someone had urninated into it. we turned it off weather was nice during our stay so we opened the window      ,23/10/2018,,aircondit heat unit turn smell terribl like urin like someon urnin turn weather nice stay open window,0.7783,Positive
Great hotel with very helpful front desk staff. Modern property in a very good location. I would stay here again without question.      ,23/10/2018,,great hotel help front desk staff modern properti good locat would stay without question,0.8658,Positive
